,User1,User2,User3,User4,User5,User6,User7,User8,User9,User10,User11,User12,User13,User14,User15,User16,User17,User18,User19,User20,User21,User22,User23,User24,User25,User26,User27,User28,User29,User30,User31,User32,User33,User34,User35,User36,User37,User38,User39,User40,User41,User42,User43,User44,User45,User46,User47,User48,User49,User50,User51,User52,User53,User54,User55,User56,User57,User58,User59,User60,User61,User62,User63,User64,User65,User66,User67,User68,User69,User70,User71,User72,User73,User74,User75,User76,User77,User78,User79,User80,User81,User82,User83,User84,User85,User86,User87,User88,User89,User90,User91,User92,User93,User94,User95,User96,User97,User98,User99,User100
Pippa,2.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,5.0,5.0,5.0,3.0,4.0,4.0,3.0,3.0,1.0,2.0,3.0,3.0,,4.0,2.0,5.0,5.0,2.0,3.0,5.0,4.0,5.0,1.0,1.0,,5.0,4.0,,3.0,3.0,2.0,5.0,1.0,2.0,,3.0,3.0,5.0,1.0,,5.0,5.0,5.0,3.0,2.0,2.0,2.0,3.0,5.0,3.0,,2.0,1.0,4.0,5.0,5.0,5.0,3.0,5.0,4.0,1.0,3.0,,4.0,,4.0,5.0,2.0,5.0,,4.0,3.0,4.0,3.0,2.0,3.0,,2.0,1.0,1.0,1.0,4.0,5.0,4.0,3.0,4.0,3.0,2.0,5.0,,4.0
Singapur,3.0,1.0,3.0,2.0,1.0,5.0,3.0,5.0,4.0,,2.0,1.0,,2.0,3.0,,,3.0,1.0,2.0,,4.0,3.0,3.0,1.0,1.0,,4.0,4.0,5.0,3.0,4.0,4.0,5.0,3.0,1.0,1.0,4.0,3.0,5.0,5.0,,3.0,5.0,5.0,3.0,4.0,2.0,1.0,4.0,5.0,4.0,3.0,1.0,5.0,2.0,1.0,5.0,4.0,,5.0,,2.0,1.0,3.0,3.0,1.0,3.0,2.0,5.0,2.0,1.0,3.0,3.0,1.0,4.0,,2.0,3.0,5.0,3.0,1.0,5.0,5.0,4.0,1.0,,1.0,2.0,4.0,3.0,3.0,4.0,,,2.0,2.0,3.0,4.0,3.0
In the Blood,5.0,4.0,5.0,4.0,5.0,1.0,5.0,,3.0,4.0,3.0,,4.0,5.0,3.0,4.0,5.0,5.0,2.0,1.0,5.0,3.0,3.0,1.0,3.0,3.0,3.0,5.0,1.0,5.0,,,4.0,4.0,5.0,3.0,,4.0,4.0,2.0,5.0,3.0,1.0,2.0,2.0,1.0,5.0,,1.0,3.0,2.0,4.0,,4.0,5.0,3.0,,4.0,5.0,3.0,4.0,2.0,3.0,1.0,3.0,3.0,5.0,5.0,3.0,3.0,2.0,5.0,3.0,4.0,3.0,5.0,,1.0,3.0,4.0,5.0,4.0,5.0,1.0,4.0,3.0,1.0,1.0,,1.0,5.0,1.0,4.0,3.0,5.0,,4.0,4.0,5.0,4.0
They Whisper,,,2.0,4.0,2.0,5.0,5.0,4.0,4.0,2.0,5.0,2.0,4.0,2.0,3.0,,2.0,3.0,1.0,3.0,4.0,2.0,2.0,4.0,3.0,1.0,1.0,3.0,3.0,5.0,1.0,1.0,5.0,1.0,1.0,4.0,2.0,4.0,4.0,5.0,3.0,5.0,1.0,2.0,2.0,4.0,2.0,4.0,1.0,5.0,3.0,3.0,5.0,2.0,3.0,2.0,5.0,3.0,5.0,,2.0,,5.0,1.0,1.0,1.0,5.0,4.0,5.0,2.0,1.0,,5.0,2.0,2.0,2.0,1.0,5.0,2.0,4.0,4.0,1.0,2.0,,1.0,5.0,1.0,4.0,3.0,1.0,2.0,3.0,4.0,1.0,5.0,2.0,3.0,4.0,4.0,1.0
Ma famille chérie,3.0,4.0,,2.0,5.0,,,2.0,,,2.0,4.0,3.0,1.0,2.0,2.0,4.0,5.0,5.0,2.0,3.0,1.0,5.0,2.0,5.0,3.0,1.0,5.0,5.0,5.0,3.0,3.0,3.0,3.0,3.0,,,,5.0,5.0,4.0,3.0,1.0,,2.0,,,,3.0,3.0,4.0,1.0,4.0,,2.0,,1.0,4.0,2.0,5.0,1.0,1.0,3.0,2.0,5.0,3.0,4.0,2.0,2.0,4.0,3.0,1.0,3.0,1.0,5.0,5.0,5.0,3.0,3.0,3.0,2.0,,4.0,2.0,1.0,5.0,1.0,4.0,,,4.0,5.0,1.0,3.0,,3.0,1.0,5.0,5.0,5.0
A Brother's Turmoil,4.0,5.0,1.0,2.0,5.0,2.0,4.0,3.0,3.0,5.0,5.0,1.0,5.0,3.0,5.0,,4.0,2.0,4.0,4.0,5.0,,3.0,3.0,3.0,,2.0,3.0,4.0,4.0,4.0,5.0,4.0,2.0,5.0,4.0,,1.0,3.0,4.0,4.0,1.0,3.0,4.0,4.0,1.0,3.0,3.0,1.0,5.0,1.0,5.0,,3.0,3.0,,4.0,3.0,3.0,5.0,3.0,4.0,4.0,3.0,4.0,5.0,5.0,2.0,5.0,5.0,5.0,1.0,2.0,5.0,3.0,,1.0,4.0,2.0,4.0,1.0,4.0,4.0,4.0,5.0,1.0,5.0,3.0,3.0,2.0,2.0,1.0,3.0,4.0,5.0,1.0,1.0,2.0,1.0,4.0
The Ezzera & Gore-Girl Horror Anthology,3.0,3.0,4.0,2.0,,5.0,2.0,5.0,2.0,1.0,4.0,1.0,1.0,2.0,4.0,1.0,4.0,3.0,1.0,4.0,1.0,4.0,4.0,4.0,1.0,4.0,1.0,2.0,2.0,3.0,4.0,4.0,3.0,,,3.0,3.0,3.0,1.0,3.0,5.0,5.0,4.0,3.0,3.0,1.0,5.0,1.0,,3.0,4.0,4.0,3.0,5.0,3.0,2.0,2.0,5.0,4.0,5.0,5.0,1.0,3.0,5.0,,4.0,1.0,3.0,1.0,4.0,5.0,5.0,1.0,2.0,,,5.0,3.0,1.0,3.0,5.0,4.0,1.0,,5.0,5.0,3.0,2.0,2.0,1.0,,1.0,4.0,1.0,5.0,1.0,2.0,5.0,5.0,5.0
Schindler Space Architect,2.0,3.0,4.0,4.0,,1.0,1.0,2.0,1.0,2.0,5.0,5.0,2.0,4.0,5.0,3.0,,4.0,5.0,1.0,4.0,1.0,5.0,4.0,5.0,5.0,4.0,5.0,3.0,2.0,3.0,5.0,2.0,4.0,4.0,5.0,1.0,4.0,3.0,4.0,1.0,4.0,5.0,5.0,4.0,4.0,4.0,1.0,1.0,1.0,5.0,,4.0,4.0,,5.0,4.0,3.0,3.0,2.0,3.0,1.0,2.0,3.0,2.0,4.0,4.0,5.0,4.0,4.0,5.0,3.0,1.0,3.0,5.0,,4.0,1.0,4.0,3.0,4.0,1.0,1.0,2.0,3.0,4.0,3.0,,4.0,5.0,1.0,4.0,3.0,5.0,1.0,5.0,2.0,5.0,4.0,5.0
Beyond the Podium: Celebrating Canadian Women Champions,2.0,,5.0,3.0,2.0,3.0,5.0,5.0,1.0,1.0,,5.0,3.0,5.0,,1.0,5.0,5.0,4.0,3.0,2.0,4.0,5.0,2.0,1.0,5.0,,2.0,1.0,,3.0,2.0,5.0,,2.0,3.0,5.0,4.0,4.0,2.0,1.0,5.0,4.0,,,4.0,3.0,5.0,,3.0,2.0,3.0,2.0,5.0,2.0,2.0,5.0,5.0,3.0,3.0,5.0,5.0,1.0,5.0,4.0,5.0,4.0,3.0,2.0,,3.0,3.0,5.0,2.0,3.0,5.0,4.0,3.0,3.0,,1.0,1.0,1.0,4.0,4.0,,,5.0,4.0,4.0,2.0,5.0,4.0,3.0,1.0,3.0,3.0,,4.0,4.0
Retrato Familiar,1.0,5.0,5.0,2.0,4.0,3.0,4.0,1.0,1.0,4.0,4.0,3.0,3.0,4.0,4.0,,1.0,,2.0,1.0,1.0,,3.0,4.0,5.0,2.0,4.0,5.0,5.0,3.0,2.0,4.0,4.0,2.0,2.0,3.0,5.0,3.0,4.0,2.0,2.0,3.0,1.0,3.0,4.0,4.0,1.0,4.0,,1.0,,4.0,2.0,4.0,3.0,,3.0,1.0,4.0,3.0,3.0,1.0,5.0,4.0,3.0,2.0,2.0,3.0,1.0,4.0,5.0,5.0,2.0,2.0,4.0,4.0,1.0,5.0,,4.0,3.0,2.0,1.0,5.0,3.0,2.0,4.0,2.0,,,4.0,3.0,5.0,5.0,3.0,3.0,1.0,,3.0,1.0
"Shit: Three Women, One Dreadful Crime",3.0,3.0,5.0,1.0,1.0,,3.0,3.0,1.0,4.0,4.0,2.0,4.0,2.0,2.0,1.0,5.0,4.0,3.0,4.0,4.0,5.0,5.0,2.0,,1.0,3.0,3.0,5.0,4.0,,3.0,3.0,3.0,5.0,4.0,,3.0,4.0,5.0,5.0,1.0,4.0,2.0,5.0,5.0,1.0,4.0,2.0,3.0,2.0,3.0,1.0,4.0,,,2.0,4.0,4.0,2.0,5.0,1.0,3.0,4.0,4.0,5.0,5.0,4.0,4.0,3.0,5.0,1.0,5.0,,,4.0,5.0,4.0,2.0,2.0,4.0,5.0,1.0,2.0,4.0,4.0,3.0,5.0,3.0,4.0,1.0,4.0,5.0,1.0,5.0,4.0,1.0,3.0,,2.0
The Life of Chuck,3.0,1.0,4.0,2.0,2.0,3.0,2.0,1.0,4.0,5.0,2.0,5.0,5.0,5.0,5.0,2.0,3.0,3.0,5.0,4.0,4.0,4.0,2.0,4.0,2.0,3.0,,4.0,,5.0,1.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,5.0,5.0,5.0,4.0,,5.0,4.0,4.0,5.0,5.0,1.0,1.0,3.0,4.0,2.0,5.0,3.0,1.0,4.0,4.0,5.0,5.0,2.0,3.0,2.0,1.0,2.0,5.0,3.0,3.0,3.0,2.0,1.0,4.0,5.0,3.0,4.0,3.0,1.0,4.0,5.0,4.0,5.0,2.0,2.0,5.0,1.0,5.0,3.0,2.0,4.0,5.0,5.0,1.0,5.0,3.0,,3.0,5.0,3.0
End of the Rope,3.0,4.0,5.0,4.0,3.0,,4.0,,3.0,4.0,3.0,1.0,,5.0,5.0,5.0,2.0,5.0,5.0,3.0,3.0,1.0,2.0,5.0,,3.0,1.0,,5.0,5.0,2.0,4.0,,4.0,2.0,3.0,3.0,3.0,2.0,,1.0,3.0,4.0,2.0,5.0,2.0,4.0,4.0,,4.0,4.0,4.0,,3.0,5.0,1.0,4.0,1.0,4.0,2.0,,2.0,5.0,4.0,,,4.0,4.0,4.0,1.0,5.0,2.0,5.0,4.0,2.0,3.0,3.0,3.0,1.0,,2.0,2.0,3.0,4.0,2.0,,2.0,3.0,3.0,4.0,4.0,5.0,4.0,1.0,,4.0,4.0,3.0,5.0,2.0
Norman's Rare Guitars Documentary,1.0,1.0,3.0,5.0,2.0,2.0,4.0,1.0,3.0,3.0,5.0,5.0,4.0,5.0,1.0,1.0,,2.0,1.0,4.0,3.0,5.0,3.0,2.0,4.0,2.0,4.0,1.0,4.0,1.0,5.0,1.0,3.0,2.0,2.0,3.0,4.0,1.0,5.0,3.0,5.0,1.0,3.0,3.0,4.0,4.0,1.0,1.0,,3.0,3.0,2.0,2.0,4.0,1.0,3.0,4.0,3.0,1.0,3.0,4.0,,1.0,,4.0,3.0,5.0,3.0,3.0,3.0,4.0,4.0,1.0,1.0,4.0,4.0,3.0,3.0,4.0,2.0,4.0,2.0,2.0,4.0,5.0,,,5.0,1.0,,4.0,4.0,2.0,1.0,3.0,1.0,5.0,2.0,4.0,5.0
Adipurush,3.0,5.0,5.0,5.0,3.0,,3.0,4.0,3.0,2.0,3.0,,4.0,3.0,2.0,3.0,5.0,5.0,1.0,2.0,4.0,2.0,5.0,4.0,4.0,2.0,3.0,5.0,5.0,4.0,4.0,1.0,3.0,4.0,2.0,5.0,2.0,2.0,1.0,5.0,3.0,,3.0,4.0,5.0,4.0,4.0,4.0,2.0,,5.0,5.0,2.0,4.0,1.0,4.0,1.0,1.0,2.0,3.0,5.0,1.0,,3.0,2.0,3.0,2.0,4.0,2.0,5.0,5.0,,3.0,2.0,5.0,5.0,5.0,1.0,2.0,3.0,2.0,3.0,4.0,,5.0,4.0,2.0,3.0,4.0,5.0,3.0,1.0,1.0,3.0,5.0,2.0,4.0,5.0,1.0,2.0
Banandansen,,3.0,3.0,4.0,5.0,3.0,3.0,,1.0,,5.0,2.0,3.0,1.0,2.0,5.0,5.0,1.0,3.0,4.0,2.0,1.0,4.0,4.0,,4.0,5.0,1.0,2.0,,3.0,3.0,4.0,5.0,4.0,2.0,5.0,3.0,4.0,3.0,3.0,4.0,5.0,5.0,5.0,5.0,1.0,5.0,1.0,4.0,4.0,5.0,2.0,4.0,2.0,2.0,3.0,2.0,4.0,,4.0,4.0,3.0,,2.0,4.0,3.0,5.0,1.0,,2.0,,4.0,5.0,2.0,,4.0,4.0,4.0,2.0,5.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,4.0,3.0,3.0,4.0,2.0,5.0,4.0,,4.0,1.0,1.0,5.0
Saturday Night Inside Out,3.0,5.0,5.0,2.0,3.0,3.0,,5.0,4.0,5.0,1.0,,5.0,1.0,3.0,4.0,1.0,5.0,5.0,5.0,3.0,3.0,3.0,2.0,5.0,5.0,5.0,2.0,3.0,4.0,5.0,2.0,2.0,,2.0,2.0,3.0,3.0,5.0,,5.0,4.0,3.0,5.0,,3.0,1.0,3.0,1.0,4.0,4.0,5.0,1.0,2.0,,3.0,2.0,5.0,4.0,,5.0,1.0,2.0,3.0,1.0,5.0,3.0,3.0,1.0,3.0,5.0,5.0,2.0,2.0,5.0,1.0,1.0,3.0,1.0,4.0,4.0,4.0,2.0,2.0,4.0,4.0,2.0,,4.0,5.0,3.0,1.0,5.0,3.0,2.0,2.0,3.0,4.0,3.0,2.0
The Exorcist: Believer,,5.0,3.0,,4.0,2.0,1.0,3.0,2.0,2.0,5.0,4.0,3.0,4.0,5.0,3.0,2.0,3.0,,2.0,1.0,5.0,5.0,4.0,4.0,4.0,5.0,3.0,1.0,4.0,5.0,2.0,5.0,5.0,4.0,2.0,2.0,4.0,5.0,4.0,2.0,1.0,4.0,1.0,,1.0,4.0,5.0,1.0,,3.0,4.0,4.0,,4.0,4.0,3.0,1.0,2.0,,5.0,,,4.0,5.0,4.0,5.0,5.0,4.0,2.0,3.0,1.0,1.0,5.0,4.0,,3.0,1.0,2.0,4.0,1.0,3.0,,1.0,,1.0,3.0,3.0,4.0,3.0,,1.0,2.0,4.0,2.0,5.0,5.0,5.0,1.0,4.0
My Spy The Eternal City,4.0,5.0,2.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,1.0,1.0,,3.0,,5.0,4.0,5.0,,,1.0,1.0,1.0,4.0,4.0,5.0,4.0,2.0,4.0,,3.0,3.0,1.0,5.0,,1.0,3.0,4.0,4.0,1.0,5.0,5.0,,4.0,1.0,1.0,5.0,,2.0,2.0,5.0,3.0,3.0,5.0,5.0,2.0,1.0,5.0,4.0,5.0,3.0,3.0,5.0,2.0,5.0,5.0,2.0,3.0,5.0,2.0,5.0,3.0,3.0,2.0,3.0,1.0,,5.0,1.0,4.0,4.0,4.0,,,2.0,4.0,5.0,2.0,4.0,1.0,5.0,1.0,4.0,,1.0,3.0,2.0,3.0,5.0,3.0
On the Line,5.0,2.0,2.0,5.0,5.0,4.0,5.0,5.0,,4.0,2.0,2.0,3.0,3.0,4.0,5.0,5.0,4.0,1.0,1.0,3.0,5.0,5.0,5.0,3.0,5.0,,5.0,,2.0,5.0,4.0,4.0,5.0,1.0,5.0,1.0,4.0,1.0,3.0,4.0,3.0,1.0,2.0,2.0,,5.0,2.0,4.0,5.0,,,4.0,5.0,1.0,4.0,3.0,2.0,5.0,4.0,5.0,2.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,1.0,,5.0,5.0,3.0,5.0,4.0,3.0,3.0,4.0,1.0,3.0,2.0,4.0,,1.0,2.0,3.0,4.0,3.0,5.0,3.0,4.0,3.0,4.0,,2.0,1.0,5.0,
Haunting Trophies,5.0,1.0,2.0,5.0,4.0,1.0,1.0,3.0,3.0,,,1.0,1.0,1.0,3.0,4.0,,1.0,2.0,3.0,5.0,5.0,3.0,2.0,2.0,3.0,1.0,2.0,3.0,3.0,4.0,5.0,2.0,5.0,3.0,3.0,,1.0,2.0,,4.0,5.0,5.0,3.0,5.0,3.0,4.0,4.0,3.0,3.0,,5.0,,4.0,3.0,2.0,1.0,3.0,2.0,4.0,5.0,2.0,5.0,5.0,2.0,1.0,3.0,2.0,5.0,2.0,3.0,5.0,5.0,2.0,,2.0,4.0,1.0,1.0,3.0,2.0,4.0,,4.0,2.0,5.0,1.0,4.0,2.0,1.0,4.0,3.0,4.0,2.0,3.0,3.0,3.0,1.0,2.0,5.0
Lockdown inside me,4.0,5.0,3.0,5.0,4.0,4.0,1.0,2.0,2.0,4.0,2.0,5.0,1.0,4.0,3.0,5.0,3.0,1.0,3.0,4.0,4.0,4.0,4.0,3.0,5.0,4.0,5.0,2.0,2.0,3.0,1.0,3.0,1.0,3.0,,4.0,5.0,,2.0,4.0,4.0,3.0,,4.0,,3.0,4.0,1.0,5.0,4.0,5.0,3.0,4.0,1.0,3.0,4.0,3.0,3.0,3.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,,3.0,4.0,5.0,4.0,5.0,5.0,2.0,1.0,3.0,4.0,1.0,,1.0,3.0,3.0,3.0,2.0,4.0,4.0,1.0,4.0,4.0,1.0,1.0,4.0,2.0,3.0,4.0,3.0,3.0,5.0,3.0,2.0
Rhythm in Blues,3.0,2.0,4.0,5.0,1.0,2.0,5.0,2.0,3.0,4.0,,3.0,5.0,3.0,4.0,,1.0,1.0,4.0,3.0,1.0,3.0,2.0,2.0,4.0,2.0,4.0,4.0,5.0,2.0,4.0,1.0,,1.0,3.0,4.0,5.0,4.0,1.0,5.0,2.0,2.0,4.0,3.0,,2.0,3.0,5.0,2.0,2.0,3.0,3.0,5.0,4.0,2.0,1.0,1.0,2.0,4.0,5.0,2.0,,,4.0,5.0,4.0,1.0,4.0,4.0,,3.0,2.0,5.0,1.0,5.0,4.0,5.0,,3.0,2.0,4.0,1.0,3.0,5.0,1.0,2.0,4.0,4.0,5.0,5.0,3.0,4.0,5.0,4.0,1.0,,5.0,5.0,1.0,4.0
Lucky Louie,5.0,5.0,5.0,4.0,3.0,,2.0,5.0,,1.0,4.0,5.0,2.0,1.0,5.0,2.0,4.0,4.0,1.0,5.0,3.0,1.0,,5.0,5.0,2.0,5.0,4.0,3.0,2.0,4.0,2.0,3.0,5.0,5.0,5.0,1.0,3.0,4.0,5.0,3.0,5.0,4.0,2.0,3.0,2.0,3.0,1.0,1.0,4.0,,1.0,2.0,4.0,5.0,5.0,,4.0,5.0,5.0,3.0,5.0,2.0,4.0,4.0,4.0,2.0,2.0,4.0,3.0,4.0,5.0,2.0,5.0,3.0,,3.0,3.0,1.0,2.0,2.0,1.0,1.0,3.0,2.0,1.0,5.0,2.0,5.0,4.0,2.0,5.0,3.0,,4.0,5.0,3.0,5.0,5.0,5.0
Exiled: The Chosen Ones,3.0,2.0,,3.0,,3.0,2.0,2.0,3.0,2.0,1.0,5.0,3.0,4.0,5.0,3.0,4.0,1.0,1.0,3.0,1.0,4.0,4.0,,4.0,3.0,,4.0,3.0,5.0,3.0,2.0,3.0,,4.0,1.0,1.0,5.0,1.0,2.0,,2.0,1.0,4.0,,2.0,3.0,3.0,2.0,2.0,4.0,1.0,2.0,2.0,3.0,,5.0,2.0,4.0,1.0,1.0,,5.0,4.0,4.0,5.0,4.0,5.0,5.0,3.0,1.0,4.0,5.0,5.0,5.0,,3.0,3.0,5.0,,,1.0,1.0,5.0,5.0,3.0,5.0,5.0,2.0,1.0,4.0,3.0,1.0,4.0,1.0,1.0,2.0,3.0,4.0,4.0
O Secunda,5.0,,1.0,3.0,1.0,,5.0,3.0,2.0,4.0,2.0,5.0,5.0,5.0,5.0,4.0,5.0,2.0,5.0,1.0,4.0,3.0,2.0,,3.0,3.0,4.0,4.0,5.0,5.0,1.0,5.0,1.0,4.0,,5.0,4.0,5.0,4.0,,1.0,1.0,3.0,1.0,2.0,4.0,1.0,3.0,5.0,3.0,3.0,3.0,1.0,1.0,4.0,1.0,2.0,5.0,3.0,3.0,5.0,3.0,1.0,4.0,3.0,5.0,5.0,5.0,1.0,4.0,4.0,3.0,4.0,5.0,2.0,4.0,4.0,2.0,5.0,1.0,4.0,3.0,4.0,5.0,1.0,4.0,1.0,3.0,1.0,1.0,4.0,3.0,2.0,3.0,1.0,4.0,4.0,,5.0,5.0
Il Santo Veleno,4.0,1.0,3.0,4.0,5.0,,5.0,5.0,3.0,1.0,3.0,,2.0,5.0,5.0,1.0,2.0,2.0,3.0,1.0,4.0,1.0,3.0,4.0,3.0,5.0,4.0,3.0,,3.0,2.0,4.0,4.0,2.0,3.0,3.0,3.0,5.0,2.0,,2.0,3.0,4.0,4.0,2.0,5.0,1.0,5.0,5.0,1.0,3.0,3.0,4.0,3.0,5.0,5.0,4.0,,1.0,1.0,4.0,3.0,3.0,5.0,1.0,3.0,3.0,2.0,4.0,5.0,5.0,2.0,3.0,5.0,2.0,,4.0,,3.0,4.0,4.0,5.0,4.0,4.0,1.0,3.0,,4.0,4.0,5.0,4.0,2.0,4.0,4.0,5.0,1.0,3.0,4.0,5.0,1.0
Get the Girl,3.0,4.0,3.0,3.0,5.0,4.0,,3.0,3.0,4.0,5.0,,1.0,1.0,1.0,2.0,2.0,3.0,5.0,1.0,2.0,3.0,5.0,2.0,3.0,4.0,4.0,1.0,3.0,5.0,2.0,3.0,2.0,1.0,5.0,1.0,4.0,1.0,4.0,3.0,5.0,2.0,,3.0,3.0,1.0,2.0,5.0,3.0,4.0,3.0,3.0,,5.0,5.0,5.0,4.0,4.0,4.0,2.0,,2.0,5.0,4.0,1.0,,,2.0,2.0,5.0,1.0,5.0,5.0,2.0,1.0,4.0,3.0,4.0,2.0,2.0,3.0,4.0,2.0,3.0,4.0,2.0,4.0,4.0,1.0,5.0,3.0,5.0,4.0,5.0,5.0,3.0,1.0,2.0,2.0,1.0
Role Play,5.0,5.0,5.0,5.0,5.0,5.0,1.0,2.0,4.0,3.0,2.0,1.0,,1.0,4.0,5.0,1.0,1.0,1.0,2.0,5.0,,2.0,3.0,3.0,4.0,1.0,2.0,3.0,1.0,1.0,5.0,3.0,3.0,,3.0,5.0,1.0,3.0,3.0,1.0,5.0,2.0,3.0,,1.0,,4.0,3.0,,2.0,4.0,1.0,5.0,5.0,4.0,3.0,4.0,2.0,1.0,5.0,3.0,5.0,3.0,3.0,5.0,4.0,2.0,4.0,3.0,4.0,3.0,3.0,1.0,2.0,2.0,3.0,3.0,4.0,1.0,1.0,4.0,,5.0,1.0,,,1.0,5.0,4.0,5.0,3.0,5.0,4.0,4.0,2.0,,5.0,4.0,3.0
Eureka,5.0,4.0,5.0,2.0,,3.0,2.0,1.0,,5.0,4.0,5.0,2.0,2.0,2.0,5.0,1.0,,,1.0,2.0,4.0,5.0,3.0,5.0,3.0,4.0,1.0,4.0,5.0,5.0,,4.0,4.0,5.0,,,1.0,5.0,2.0,3.0,2.0,,,2.0,,5.0,4.0,2.0,5.0,3.0,5.0,1.0,2.0,3.0,2.0,4.0,3.0,4.0,4.0,3.0,1.0,4.0,2.0,5.0,5.0,5.0,2.0,1.0,5.0,3.0,2.0,1.0,4.0,4.0,5.0,2.0,,2.0,4.0,,2.0,5.0,4.0,4.0,2.0,2.0,5.0,2.0,2.0,3.0,,5.0,3.0,2.0,3.0,4.0,1.0,3.0,2.0
Street Punx,,4.0,1.0,5.0,5.0,2.0,4.0,3.0,5.0,5.0,3.0,1.0,5.0,3.0,3.0,4.0,1.0,4.0,,4.0,,1.0,4.0,5.0,4.0,2.0,5.0,5.0,5.0,3.0,3.0,5.0,4.0,3.0,2.0,1.0,5.0,3.0,1.0,3.0,2.0,3.0,4.0,,3.0,2.0,,2.0,5.0,4.0,4.0,5.0,4.0,1.0,,1.0,2.0,4.0,1.0,4.0,5.0,,4.0,4.0,5.0,,3.0,5.0,4.0,4.0,2.0,2.0,3.0,3.0,3.0,4.0,5.0,5.0,1.0,1.0,4.0,4.0,1.0,3.0,3.0,2.0,3.0,1.0,4.0,5.0,4.0,,4.0,2.0,,1.0,1.0,1.0,3.0,2.0
Perfect Addiction,,,2.0,3.0,2.0,1.0,4.0,,4.0,3.0,1.0,,2.0,1.0,4.0,3.0,1.0,5.0,,,4.0,3.0,4.0,5.0,1.0,4.0,,3.0,5.0,3.0,4.0,3.0,3.0,1.0,5.0,4.0,1.0,2.0,2.0,4.0,1.0,3.0,3.0,1.0,2.0,2.0,2.0,4.0,2.0,,5.0,5.0,2.0,1.0,4.0,,5.0,4.0,4.0,2.0,3.0,,3.0,5.0,2.0,5.0,5.0,5.0,1.0,4.0,3.0,3.0,4.0,4.0,2.0,5.0,2.0,4.0,1.0,4.0,5.0,3.0,4.0,3.0,2.0,5.0,3.0,4.0,5.0,,4.0,4.0,3.0,1.0,5.0,5.0,5.0,3.0,1.0,4.0
Skategoat,4.0,2.0,2.0,2.0,5.0,4.0,3.0,3.0,2.0,,1.0,1.0,1.0,2.0,4.0,2.0,4.0,4.0,4.0,,1.0,1.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,3.0,4.0,3.0,,,4.0,3.0,2.0,3.0,4.0,3.0,5.0,4.0,4.0,3.0,4.0,4.0,3.0,1.0,2.0,,5.0,3.0,1.0,3.0,1.0,2.0,1.0,3.0,5.0,3.0,5.0,1.0,5.0,1.0,3.0,5.0,5.0,1.0,4.0,1.0,,1.0,5.0,2.0,1.0,4.0,2.0,4.0,2.0,3.0,2.0,1.0,3.0,1.0,4.0,3.0,5.0,,2.0,2.0,2.0,5.0,5.0,5.0,,3.0,1.0,5.0,,4.0
Just My Luck,5.0,1.0,,2.0,1.0,3.0,5.0,,5.0,4.0,2.0,4.0,5.0,4.0,,,,1.0,4.0,,4.0,1.0,,5.0,1.0,3.0,4.0,5.0,5.0,5.0,4.0,2.0,4.0,2.0,,1.0,4.0,5.0,4.0,5.0,4.0,5.0,1.0,5.0,5.0,3.0,2.0,1.0,3.0,3.0,4.0,,5.0,3.0,2.0,4.0,2.0,4.0,2.0,,4.0,4.0,5.0,2.0,3.0,,3.0,2.0,3.0,,5.0,1.0,2.0,2.0,5.0,2.0,3.0,4.0,2.0,3.0,,,1.0,2.0,4.0,5.0,2.0,3.0,3.0,4.0,4.0,1.0,1.0,5.0,5.0,1.0,4.0,5.0,,5.0
JOHANNA,2.0,5.0,1.0,2.0,3.0,2.0,5.0,3.0,2.0,2.0,3.0,5.0,2.0,1.0,,5.0,4.0,2.0,5.0,3.0,,5.0,2.0,2.0,4.0,3.0,2.0,2.0,4.0,3.0,1.0,1.0,4.0,3.0,3.0,4.0,2.0,3.0,5.0,4.0,1.0,3.0,4.0,3.0,4.0,2.0,1.0,,,4.0,4.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,4.0,4.0,,3.0,2.0,1.0,3.0,4.0,1.0,4.0,4.0,4.0,5.0,2.0,2.0,5.0,2.0,2.0,1.0,2.0,,5.0,2.0,2.0,3.0,1.0,4.0,2.0,1.0,3.0,3.0,4.0,1.0,5.0,3.0,3.0,,4.0,,1.0,1.0
Bad Influencer,3.0,,,5.0,2.0,1.0,4.0,1.0,5.0,3.0,3.0,,5.0,5.0,4.0,4.0,4.0,4.0,1.0,4.0,3.0,3.0,5.0,4.0,3.0,,4.0,3.0,1.0,1.0,5.0,1.0,4.0,3.0,3.0,5.0,1.0,2.0,5.0,2.0,1.0,5.0,3.0,4.0,3.0,1.0,5.0,4.0,1.0,4.0,4.0,5.0,5.0,2.0,1.0,2.0,3.0,4.0,3.0,,3.0,4.0,2.0,2.0,3.0,5.0,1.0,4.0,4.0,,4.0,2.0,1.0,2.0,4.0,4.0,5.0,4.0,5.0,2.0,,,3.0,,3.0,2.0,4.0,1.0,3.0,4.0,3.0,3.0,4.0,4.0,5.0,3.0,1.0,1.0,1.0,3.0
